Loading /lgrp/edu-2026-1-gpulab/proj_512_75.hdf5 ...
  vol_img precision: float32
  Volume:    512 x 512 x 512
  Detector:  1120 x 1184
  Angles:    75
  SOD/SDD:   10.5 / 27.7 mm
  epoch  34/100  total=23.05s  fp=13.69s  bp=8.92s
  epoch  35/100  total=22.89s  fp=13.54s  bp=8.91s
  epoch  36/100  total=22.81s  fp=13.32s  bp=9.04s
  epoch  37/100  total=22.79s  fp=13.41s  bp=8.94s
  epoch  38/100  total=22.82s  fp=13.50s  bp=8.87s
  epoch  39/100  total=22.84s  fp=13.37s  bp=9.03s
  epoch  40/100  total=22.63s  fp=13.38s  bp=8.81s
  epoch  41/100  total=22.70s  fp=13.40s  bp=8.87s
  epoch  42/100  total=22.74s  fp=13.40s  bp=8.91s
  epoch  43/100  total=22.90s  fp=13.60s  bp=8.87s
  epoch  44/100  total=22.74s  fp=13.47s  bp=8.82s
  epoch  45/100  total=22.73s  fp=13.42s  bp=8.87s
  epoch  46/100  total=22.80s  fp=13.53s  bp=8.83s
  epoch  47/100  total=22.79s  fp=13.31s  bp=9.03s
  epoch  48/100  total=22.58s  fp=13.30s  bp=8.85s
  epoch  49/100  total=22.77s  fp=13.48s  bp=8.85s
  epoch  50/100  total=22.75s  fp=13.34s  bp=8.98s
  epoch  51/100  total=22.63s  fp=13.38s  bp=8.81s
  epoch  52/100  total=22.99s  fp=13.50s  bp=9.06s
  epoch  53/100  total=22.96s  fp=13.64s  bp=8.88s
  epoch  54/100  total=22.66s  fp=13.35s  bp=8.87s
  epoch  55/100  total=23.02s  fp=13.62s  bp=8.97s
  epoch  56/100  total=22.93s  fp=13.59s  bp=8.89s
  epoch  57/100  total=22.81s  fp=13.36s  bp=9.02s
  epoch  58/100  total=23.38s  fp=13.92s  bp=9.02s
  epoch  59/100  total=22.88s  fp=13.32s  bp=9.13s
  epoch  60/100  total=22.60s  fp=13.37s  bp=8.79s
  epoch  61/100  total=23.14s  fp=13.69s  bp=9.02s
  epoch  62/100  total=22.67s  fp=13.40s  bp=8.83s
  epoch  63/100  total=22.81s  fp=13.49s  bp=8.88s
  epoch  64/100  total=23.23s  fp=13.95s  bp=8.84s
  epoch  65/100  total=22.76s  fp=13.45s  bp=8.87s
  epoch  66/100  total=22.87s  fp=13.35s  bp=9.07s
  epoch  67/100  total=23.24s  fp=13.70s  bp=9.10s
  epoch  68/100  total=23.31s  fp=13.71s  bp=9.15s
  epoch  69/100  total=23.42s  fp=13.64s  bp=9.33s
  epoch  70/100  total=23.13s  fp=13.63s  bp=9.05s
  epoch  71/100  total=23.11s  fp=13.63s  bp=9.04s
  epoch  72/100  total=23.61s  fp=13.84s  bp=9.32s
  epoch  73/100  total=23.27s  fp=13.76s  bp=9.07s
  epoch  74/100  total=23.22s  fp=13.67s  bp=9.09s
  epoch  75/100  total=23.44s  fp=13.98s  bp=9.02s
  epoch  76/100  total=23.38s  fp=13.97s  bp=8.96s
  epoch  77/100  total=23.16s  fp=13.60s  bp=9.11s
  epoch  78/100  total=23.38s  fp=14.03s  bp=8.91s
  epoch  79/100  total=22.64s  fp=13.36s  bp=8.84s
  epoch  80/100  total=23.09s  fp=13.55s  bp=9.10s
  epoch  81/100  total=22.71s  fp=13.37s  bp=8.90s
  epoch  82/100  total=22.76s  fp=13.47s  bp=8.86s
  epoch  83/100  total=23.04s  fp=13.41s  bp=9.19s
  epoch  84/100  total=22.95s  fp=13.51s  bp=9.01s
  epoch  85/100  total=22.68s  fp=13.31s  bp=8.94s
  epoch  86/100  total=23.53s  fp=13.82s  bp=9.26s
  epoch  87/100  total=23.25s  fp=13.70s  bp=9.10s
  epoch  88/100  total=23.03s  fp=13.69s  bp=8.90s
  epoch  89/100  total=23.57s  fp=13.66s  bp=9.47s
  epoch  90/100  total=24.08s  fp=14.28s  bp=9.35s
  epoch  91/100  total=23.54s  fp=13.74s  bp=9.35s
  epoch  92/100  total=22.80s  fp=13.50s  bp=8.87s
  epoch  93/100  total=22.92s  fp=13.60s  bp=8.87s
  epoch  94/100  total=23.11s  fp=13.59s  bp=9.08s
  epoch  95/100  total=23.28s  fp=13.39s  bp=9.45s
  epoch  96/100  total=23.79s  fp=14.49s  bp=8.86s
  epoch  97/100  total=23.11s  fp=13.75s  bp=8.92s
  epoch  98/100  total=23.74s  fp=14.04s  bp=9.25s
  epoch  99/100  total=23.84s  fp=13.89s  bp=9.48s
  epoch 100/100  total=23.65s  fp=13.99s  bp=9.21s
CPU time: 2401.00 s
Saving to pool15/hdf5/cpu_512.hdf5 ...
Done.
