Loading /lgrp/edu-2026-1-gpulab/proj_512_75.hdf5 ...
  vol_img precision: float32
  Volume:    512 x 512 x 512
  Detector:  1120 x 1184
  Angles:    75
  SOD/SDD:   10.5 / 27.7 mm

=== CPU mode, 100 epochs ===
  epoch   1/100  total=26.88s  fp=16.31s  bp=9.96s
  epoch   2/100  total=24.95s  fp=14.84s  bp=9.65s
  epoch   3/100  total=24.30s  fp=14.50s  bp=9.35s
  epoch   4/100  total=23.54s  fp=14.13s  bp=8.97s
  epoch   5/100  total=22.83s  fp=13.44s  bp=8.95s
  epoch   6/100  total=22.55s  fp=13.32s  bp=8.79s
  epoch   7/100  total=22.66s  fp=13.41s  bp=8.81s
  epoch   8/100  total=23.49s  fp=13.48s  bp=9.56s
  epoch   9/100  total=23.95s  fp=13.91s  bp=9.59s
  epoch  10/100  total=24.25s  fp=14.96s  bp=8.85s
  epoch  11/100  total=22.76s  fp=13.41s  bp=8.91s
  epoch  12/100  total=23.05s  fp=13.59s  bp=9.03s
  epoch  13/100  total=23.01s  fp=13.41s  bp=9.16s
  epoch  14/100  total=23.23s  fp=13.60s  bp=9.18s
  epoch  15/100  total=23.00s  fp=13.63s  bp=8.93s
  epoch  16/100  total=22.78s  fp=13.43s  bp=8.92s
  epoch  17/100  total=23.83s  fp=14.01s  bp=9.34s
  epoch  18/100  total=23.71s  fp=13.49s  bp=9.77s
  epoch  19/100  total=25.26s  fp=15.51s  bp=9.30s
  epoch  20/100  total=23.65s  fp=13.80s  bp=9.41s
  epoch  21/100  total=23.14s  fp=13.59s  bp=9.10s
  epoch  22/100  total=23.22s  fp=13.95s  bp=8.83s
  epoch  23/100  total=22.77s  fp=13.41s  bp=8.92s
  epoch  24/100  total=22.85s  fp=13.34s  bp=9.08s
  epoch  25/100  total=22.98s  fp=13.40s  bp=9.12s
  epoch  26/100  total=22.67s  fp=13.37s  bp=8.86s
  epoch  27/100  total=22.90s  fp=13.37s  bp=9.09s
  epoch  28/100  total=22.85s  fp=13.40s  bp=9.01s
  epoch  29/100  total=22.99s  fp=13.63s  bp=8.92s
  epoch  30/100  total=22.71s  fp=13.39s  bp=8.89s
  epoch  31/100  total=23.20s  fp=13.70s  bp=9.06s
  epoch  32/100  total=22.74s  fp=13.41s  bp=8.90s
  epoch  33/100  total=23.31s  fp=13.67s  bp=9.20s
