epoch,time_s,loglik,residual,rel_change
1,0.251958,-20017427.09,59.36350738,0
2,0.186664,-596771.8611,0.6342326566,0.5241260967
3,0.187217,-550658.3796,0.4059068253,0.324146472
4,0.188122,-529848.6561,0.2497841796,0.1725696852
5,0.186282,-524214.4944,0.1811429268,0.1014694687
6,0.185079,-524747.1845,0.1513414851,0.07234074606
7,0.185970,-527755.3674,0.1340971874,0.05720723222
8,0.186238,-530229.8878,0.1217829573,0.04744443637
9,0.186827,-527521.3312,0.1121925045,0.04028668405
10,0.188068,-523151.745,0.10443315,0.03475514723
11,0.185293,-519965.9329,0.09801621837,0.03054508619
12,0.187137,-518279.6827,0.09263009968,0.0270880575
13,0.185645,-516524.7654,0.08805410758,0.02408981654
14,0.186437,-514100.6844,0.08412360374,0.0217137304
15,0.185337,-511626.9749,0.08071852292,0.01968910259
16,0.185377,-508891.4632,0.07774065133,0.01784269578
17,0.185729,-506414.6154,0.07511153697,0.01642732712
18,0.186403,-504024.7587,0.07278143387,0.01524189984
19,0.186714,-501796.3671,0.07070721478,0.01435119725
20,0.185526,-499712.4095,0.06884420481,0.01358240236
21,0.186311,-497935.9103,0.06716162964,0.01235786589
22,0.185256,-496313.2964,0.06564999262,0.01165110097
23,0.187828,-494859.8065,0.06427838453,0.01086816831
24,0.188613,-493551.0286,0.06303924538,0.01026389393
25,0.185433,-492396.6102,0.06191582222,0.009781013595
26,0.185966,-491364.8175,0.06088604223,0.009262679441
27,0.186497,-490498.7944,0.0599516237,0.008796093134
28,0.187500,-489730.5288,0.05910055455,0.008389150575
29,0.186205,-489059.2809,0.05832508906,0.007981712856
30,0.186526,-488474.312,0.05761375217,0.007650138089
31,0.186745,-487940.0424,0.05696328682,0.007331486912
32,0.185192,-487446.4618,0.05636690299,0.007054239906
33,0.185368,-487004.8258,0.05582136242,0.006831689332
34,0.185273,-486609.6275,0.05531246343,0.00654974686
35,0.184898,-486252.6296,0.05484751842,0.006274120836
36,0.185859,-485929.1856,0.05442227579,0.006063981792
37,0.186965,-485629.424,0.05402953095,0.005871246377
38,0.185202,-485343.3625,0.05366822003,0.005642588789
39,0.186576,-485076.5381,0.05333977027,0.005436203123
40,0.186943,-484834.0105,0.05303992729,0.005262755872
41,0.187978,-484609.6644,0.0527638306,0.005130965055
42,0.185993,-484396.5147,0.05250903867,0.005042064644
43,0.186435,-484195.4755,0.05227436248,0.004832083696
44,0.186398,-484012.4257,0.0520610754,0.004674663763
45,0.185433,-483839.2223,0.05186685568,0.004529466465
46,0.187873,-483668.8269,0.05169030008,0.004408301373
47,0.187479,-483510.8431,0.05152892849,0.004290598397
48,0.186279,-483363.8425,0.05138249635,0.004171925261
49,0.187117,-483223.3468,0.05124880165,0.004058323345
50,0.186266,-483090.6889,0.05112852653,0.003957648481
51,0.187883,-482966.5589,0.05101973441,0.003866922245
52,0.186604,-482849.3607,0.05092130268,0.003772284581
53,0.186138,-482739.192,0.05083333381,0.003740564831
54,0.187319,-482632.3546,0.05075580289,0.003618132421
55,0.185341,-482531.6513,0.0506861555,0.003589490481
56,0.186934,-482435.1533,0.0506231957,0.003463041145
57,0.186437,-482347.6968,0.05056734282,0.003371893264
58,0.187243,-482260.8423,0.05051912835,0.003284093778
59,0.187235,-482177.5859,0.05047699239,0.003226358676
60,0.186494,-482098.406,0.05043981355,0.003152635837
61,0.185595,-482024.4675,0.05040869544,0.003090213781
62,0.185720,-481954.6268,0.05038271925,0.003035949501
63,0.187507,-481883.2956,0.05036003182,0.002991326741
64,0.186758,-481819.7893,0.05034163443,0.003020736989
65,0.185237,-481761.4419,0.05032674279,0.003173888591
66,0.185737,-481703.312,0.05031560225,0.003319933046
67,0.187982,-481647.5694,0.05030880907,0.003318627868
68,0.186917,-481598.499,0.05030543211,0.0032010618
69,0.185510,-481547.9726,0.05030640499,0.003090680337
70,0.185056,-481502.131,0.05031202151,0.002716425062
71,0.185572,-481457.3396,0.05031924157,0.002687768094
72,0.185524,-481412.8817,0.05032631568,0.002716068381
73,0.185189,-481371.2671,0.05033487067,0.002825711736
74,0.186325,-481332.4123,0.05034634772,0.002672700249
75,0.186784,-481293.5569,0.05036003873,0.002516988144
76,0.186638,-481256.7925,0.05037534907,0.002438584772
77,0.186148,-481222.7626,0.05039297121,0.002422850712
78,0.186064,-481190.0547,0.05041188126,0.002343131808
79,0.185140,-481156.786,0.05043371759,0.00241373808
80,0.185194,-481125.9679,0.05045900207,0.0024297685
81,0.184913,-481094.4004,0.05048409915,0.002283517011
82,0.185203,-481064.8368,0.05051202845,0.002200146261
83,0.187162,-481034.2197,0.05054034937,0.002143693859
84,0.187031,-481009.2799,0.05056924223,0.002209121922
85,0.186224,-480981.4332,0.05060059,0.002204876818
86,0.185953,-480954.4825,0.05063363642,0.002222602001
87,0.185897,-480930.649,0.05066178554,0.002114268817
88,0.187798,-480902.8519,0.05069356265,0.002073309224
89,0.186447,-480877.584,0.05072700304,0.002018781499
90,0.186286,-480853.9828,0.05075880823,0.002154550624
91,0.186695,-480829.951,0.05078901815,0.00208634416
92,0.185872,-480806.8249,0.05081971097,0.002130293827
93,0.188283,-480785.0388,0.05085027772,0.002118339461
94,0.185202,-480763.0856,0.05088163097,0.001970606075
95,0.185376,-480743.262,0.05091528904,0.001922215859
96,0.185142,-480724.4907,0.05095004612,0.001983050186
97,0.185145,-480705.2666,0.05098444226,0.001875718819
98,0.186237,-480686.8855,0.05101994166,0.001918903426
99,0.187033,-480667.9914,0.05105673277,0.001868744823
100,0.186125,-480651.631,0.05109358009,0.001816452374
