epoch,time_s,loglik,residual,rel_change
75,35.631603,-16717221.91,0.01825376861,0.001509573386
76,35.404223,-16716915.47,0.01806891152,0.001483546403
77,35.120315,-16716614.06,0.01788913062,0.001458409422
78,35.172049,-16716342.51,0.01771424501,0.001434014501
79,35.027495,-16716066.07,0.01754407969,0.001410416721
80,35.539644,-16715805.72,0.01737847121,0.001387576385
81,35.041873,-16715564.39,0.01721726323,0.001365451269
82,35.573526,-16715344.65,0.01706030361,0.001343996964
83,35.335969,-16715129.32,0.01690744966,0.001323213257
84,35.770169,-16714909.99,0.01675856421,0.001303050579
85,35.012389,-16714698.23,0.01661351447,0.001283518601
86,35.493180,-16714491.01,0.01647217709,0.001264554479
87,34.906356,-16714271.73,0.01633442941,0.001246095192
88,35.608687,-16714065.1,0.01620015491,0.001228154941
89,35.181492,-16713871.45,0.01606924182,0.001210741924
90,35.756640,-16713687.02,0.01594158676,0.001193801755
91,35.276377,-16713514.36,0.01581708751,0.001177419423
92,35.483407,-16713343.09,0.01569564721,0.001161468606
93,35.494736,-16713187.26,0.01557717057,0.001145948877
94,35.621442,-16713038.62,0.01546156645,0.001130800203
95,35.299863,-16712910.51,0.01534874922,0.001116122562
96,35.219694,-16712780.54,0.01523863433,0.001101800796
97,34.619400,-16712650.58,0.01513114221,0.001087872591
98,34.902547,-16712517.8,0.01502619464,0.001074275989
99,35.244789,-16712388.43,0.01492371774,0.001060968923
100,35.403005,-16712257.01,0.01482363756,0.00104800882
