epoch,time_s,loglik,residual,rel_change
73,1.537536,-16717866.64,0.01863946699,0.001564317086
74,1.535787,-16717537.82,0.01844387799,0.00153644535
75,1.538297,-16717215.32,0.01825375507,0.001509582492
76,1.541580,-16716906.76,0.01806889876,0.001483546459
77,1.531657,-16716605.29,0.01788911932,0.001458396961
78,1.538885,-16716331.33,0.01771423396,0.00143400567
79,1.537706,-16716054.38,0.01754407002,0.001410419869
80,1.548582,-16715792.65,0.01737846327,0.001387581161
81,1.554060,-16715553.64,0.01721725674,0.001365435188
82,1.544543,-16715332.03,0.01706029805,0.001344008155
83,1.542370,-16715118.61,0.01690744624,0.001323192276
84,1.538956,-16714898.52,0.01675856154,0.001303025937
85,1.536088,-16714683.09,0.01661351318,0.001283530453
86,1.553524,-16714477.92,0.01647217775,0.001264550079
87,1.535406,-16714257.28,0.01633443202,0.00124608888
88,1.545097,-16714049.6,0.01620015859,0.001228150698
89,1.536836,-16713850.92,0.01606924779,0.001210726923
90,1.545888,-16713668.74,0.01594159423,0.001193808285
91,1.541332,-16713492.12,0.01581709655,0.001177388533
92,1.535591,-16713323.41,0.01569565759,0.001161479532
93,1.562356,-16713166.07,0.01557718307,0.001145921274
94,1.548222,-16713018.56,0.01546158077,0.001130805534
95,1.540468,-16712885.62,0.01534876461,0.001116125768
96,1.545513,-16712752.73,0.01523865105,0.00110182532
97,1.537133,-16712622.5,0.01513116096,0.001087891487
98,1.535466,-16712493.95,0.01502621533,0.00107427242
99,1.538606,-16712361.12,0.01492374002,0.001060984175
100,1.535024,-16712226.45,0.01482366215,0.001048020289
