epoch,time_s,loglik,residual,rel_change
1,26.881567,-156520476.2,17.42524198,0
2,24.945524,-17908775.19,0.4442353396,0.3197138705
3,24.296640,-17342278.19,0.3090867633,0.21734627
4,23.544412,-17045963.33,0.2178260173,0.1342562145
5,22.833410,-16915987.3,0.1686343499,0.08614489026
6,22.549163,-16859083,0.1425301415,0.0619338416
7,22.664073,-16830347.64,0.1262338263,0.04912218633
8,23.485358,-16813195.62,0.1142389086,0.04110228494
9,23.946260,-16801822.68,0.1045867184,0.03527913839
10,24.248486,-16793934.85,0.09650594909,0.03069761042
11,22.761490,-16788407.14,0.08960698426,0.02695845338
12,23.053369,-16784573.54,0.08364302504,0.0238515975
13,23.011734,-16781995.09,0.07843711478,0.02124182365
14,23.228894,-16780365.84,0.07385526655,0.01903142558
15,22.999068,-16779466.02,0.06979334988,0.01714591766
16,22.782393,-16779135.43,0.06616907807,0.01552706818
17,23.833832,-16779250.54,0.06291653455,0.01412874254
18,23.711173,-16779715.95,0.05998227747,0.01291410188
19,25.262374,-16780431.93,0.05732250591,0.01185341038
20,23.650148,-16781266.5,0.05490097149,0.01092252523
21,23.142984,-16782047.54,0.05268742336,0.01010172513
22,23.217375,-16782468.81,0.05065642242,0.009374780637
23,22.771058,-16781903.96,0.04878643009,0.008728231336
24,22.851822,-16780230.54,0.04705910432,0.008150883368
25,22.975001,-16778296.83,0.04545873542,0.007633420225
26,22.672513,-16776184.78,0.04397180543,0.007167930634
27,22.895499,-16773939.03,0.04258662421,0.006747719436
28,22.851253,-16771664.24,0.04129304215,0.006367115118
29,22.989188,-16769372.29,0.04008219039,0.006021316143
30,22.709187,-16767085.85,0.03894630631,0.00570624202
31,23.203765,-16764742.82,0.03787857119,0.005418325917
32,22.741963,-16762476.15,0.03687296998,0.005154502783
33,23.313106,-16760408.28,0.03592418196,0.004912194835
34,23.048030,-16758494.23,0.03502747275,0.004689071396
35,22.892885,-16756368.18,0.0341786318,0.004483157194
36,22.806012,-16753837.85,0.03337389154,0.004292677253
37,22.788308,-16751518.29,0.03260987489,0.004116081915
38,22.817692,-16749612.19,0.03188354711,0.003952006371
39,22.840584,-16747991.8,0.03119217192,0.003799276042
40,22.626216,-16746292.87,0.03053328005,0.003656831031
41,22.698632,-16744415.24,0.02990463208,0.003523745193
42,22.742780,-16742451.28,0.02930419503,0.003399169429
43,22.904536,-16740562.52,0.02873012068,0.003282371879
44,22.735270,-16739011.64,0.02818071934,0.003172679187
45,22.727018,-16737619.4,0.02765444841,0.003069498463
46,22.802749,-16736405.29,0.02714989546,0.002972291583
47,22.786498,-16735264.83,0.02666575983,0.002880598847
48,22.583367,-16734142.87,0.02620085212,0.002793985451
49,22.765580,-16732972.45,0.02575407343,0.002712064996
50,22.754526,-16731789.95,0.02532440923,0.002634439284
51,22.630599,-16730560.41,0.02491092051,0.002560839552
52,22.993575,-16729398.92,0.02451274184,0.002490973308
53,22.955130,-16728367.77,0.02412906977,0.002424563432
54,22.659048,-16727419.34,0.02375915621,0.002361369184
55,23.019656,-16726573.35,0.02340230563,0.002301225313
56,22.927584,-16725815.32,0.02305787186,0.00224385148
57,22.809014,-16725117.53,0.02272525022,0.002189092081
58,23.380979,-16724450.52,0.02240387568,0.002136771278
59,22.883137,-16723841.32,0.02209322002,0.002086762137
60,22.602410,-16723309.49,0.02179278829,0.002038876369
61,23.143981,-16722814.92,0.02150211534,0.001993020014
62,22.666232,-16722342.8,0.02122076733,0.001949071891
63,22.808912,-16721870.95,0.02094833635,0.001906917854
64,23.233960,-16721411.49,0.02068443533,0.00186643752
65,22.756312,-16720984.76,0.02042870125,0.001827544686
66,22.865830,-16720581.66,0.02018079233,0.001790162174
67,23.244564,-16720185.89,0.01994038515,0.00175420947
68,23.312055,-16719784.62,0.01970717459,0.001719614616
69,23.418857,-16719386.54,0.01948087291,0.001686281426
70,23.126543,-16718986.33,0.01926120488,0.001654116991
71,23.114547,-16718581.97,0.01904791152,0.001623120601
72,23.613974,-16718214.56,0.01884074885,0.001593182888
