epoch,time_s,loglik,residual,rel_change
41,90.199750,-16744414.88,0.02990461969,0.003523741442
42,94.852533,-16742450.14,0.02930418258,0.00339916951
43,48.624150,-16740562.84,0.02873010785,0.003282367649
44,94.505442,-16739010.55,0.0281807062,0.003172681181
45,53.634409,-16737619.2,0.02765443513,0.003069496512
46,47.139421,-16736404.15,0.02714988172,0.002972289131
47,17.210828,-16735264.27,0.02666574599,0.002880598868
48,68.220661,-16734142.47,0.02620083805,0.002793979639
49,68.274502,-16732972.37,0.02575405955,0.0027120643
50,17.221246,-16731789.87,0.02532439525,0.002634438884
51,17.211616,-16730559.99,0.02491090639,0.002560835147
52,94.904660,-16729399.02,0.02451272736,0.00249096763
53,17.272296,-16728368.08,0.02412905494,0.002424559414
54,104.246654,-16727418.65,0.02375914088,0.0023613725
55,51.604662,-16726573.42,0.02340229087,0.002301225989
56,99.302107,-16725815.62,0.02305785726,0.002243849243
57,103.937240,-16725116.95,0.02272523584,0.00218909303
58,17.271252,-16724450.69,0.02240386154,0.002136770045
59,17.278608,-16723840.18,0.02209320601,0.002086760223
60,93.925016,-16723308.32,0.02179277446,0.002038882353
61,51.605868,-16722814.38,0.02150210187,0.001993020371
62,17.321158,-16722341.97,0.02122075412,0.001949075106
63,17.254538,-16721870.08,0.02094832313,0.0019069198
64,59.026653,-16721409.47,0.02068442216,0.001866439399
65,74.040664,-16720985.78,0.02042868827,0.001827546002
66,75.698805,-16720582.09,0.02018077953,0.001790156899
67,17.233484,-16720186.39,0.01994037263,0.001754201182
68,44.130774,-16719784.55,0.01970716224,0.001719615706
69,54.052712,-16719385.57,0.01948086088,0.001686279898
70,28.736692,-16718986.46,0.01926119326,0.001654119762
71,42.068821,-16718582.9,0.01904790001,0.0016231136
72,97.270530,-16718214.94,0.018840737,0.00159318717
73,92.798097,-16717874.15,0.01863947098,0.001564312589
74,74.092472,-16717543.48,0.01844387972,0.001536468414
75,17.252411,-16717221.28,0.01825375578,0.001509578562
76,17.220478,-16716916.23,0.01806889822,0.001483548313
77,96.843003,-16716615.19,0.01788911716,0.001458384485
78,87.413337,-16716342.22,0.01771423057,0.001434013925
79,17.276792,-16716067.32,0.0175440648,0.001410417583
80,94.814175,-16715806.29,0.01737845618,0.001387586435
81,70.973579,-16715565.35,0.01721724804,0.001365429946
82,17.252217,-16715345.37,0.01706028728,0.001343998868
83,17.265653,-16715130.59,0.01690743362,0.001323206885
84,48.918303,-16714911.16,0.0167585476,0.001303035237
85,101.859198,-16714699.91,0.01661349747,0.001283536569
86,17.219706,-16714491.43,0.01647216064,0.001264563957
87,99.355797,-16714272.38,0.01633441336,0.001246102585
88,53.757777,-16714066.97,0.0162001381,0.001228149643
89,99.365426,-16713871.76,0.01606922486,0.001210730673
90,17.280503,-16713689.61,0.01594156925,0.001193821322
91,51.298244,-16713516.08,0.01581707002,0.001177396932
92,99.049773,-16713343.91,0.01569562904,0.001161497297
93,73.345257,-16713188.57,0.01557715311,0.001145919401
94,103.935757,-16713040.99,0.01546154845,0.001130801211
95,17.322058,-16712910.59,0.01534873028,0.001116135066
96,17.226788,-16712779.81,0.01523861463,0.001101836249
97,17.289670,-16712650.54,0.01513112254,0.001087876657
98,65.798203,-16712519.65,0.01502617517,0.001074236513
99,17.241549,-16712388.71,0.01492369698,0.001060969838
100,71.453337,-16712257.65,0.01482361641,0.001048011985
