epoch,time_s,loglik,residual,rel_change
1,1.083419,-156520509,17.42524504,0
2,0.956466,-17908775.31,0.4442353661,0.3197139122
3,0.966443,-17342278.48,0.3090868322,0.2173463856
4,0.964551,-17045963.52,0.2178260641,0.134256294
5,0.959319,-16915987.43,0.168634368,0.08614492997
6,0.962653,-16859083.11,0.1425301433,0.06193385274
7,0.956499,-16830347.78,0.1262338223,0.0491221813
8,0.958299,-16813195.78,0.114238903,0.04110227577
9,0.955654,-16801822.91,0.104586713,0.03527912976
10,0.963654,-16793935.16,0.09650594398,0.03069760297
11,0.955734,-16788407.56,0.08960697935,0.02695844651
12,0.955022,-16784574.06,0.08364302038,0.02385159107
13,0.961624,-16781995.7,0.07843711018,0.02124181773
14,0.956397,-16780366.55,0.07385526217,0.01903141955
15,0.956899,-16779466.85,0.06979334556,0.01714591122
16,0.959961,-16779136.36,0.0661690737,0.01552706061
17,0.954652,-16779251.58,0.06291652986,0.01412873542
18,0.956868,-16779717.13,0.05998227278,0.0129140949
19,0.957112,-16780433.21,0.05732250094,0.01185340303
20,0.954676,-16781267.9,0.05490096652,0.01092251773
21,0.957719,-16782049.01,0.05268741803,0.01010171817
22,0.956530,-16782470.41,0.05065641696,0.009374772998
23,0.957293,-16781905.06,0.04878642393,0.008728222276
24,0.953764,-16780231.83,0.04705909753,0.008150874702
25,0.958838,-16778298.1,0.04545872774,0.007633412497
26,0.954476,-16776185.85,0.0439717974,0.007167923276
27,0.962370,-16773939.86,0.04258661546,0.006747710405
28,0.956139,-16771664.29,0.04129303252,0.006367105762
29,0.956528,-16769371.93,0.04008217964,0.006021308105
30,0.957567,-16767085.52,0.03894629512,0.005706233956
31,0.955041,-16764742.74,0.0378785591,0.005418320137
32,0.961074,-16762475.61,0.03687295754,0.005154495241
33,0.957000,-16760407.04,0.03592416871,0.004912188505
34,0.959673,-16758493.54,0.03502745866,0.004689067391
35,0.954808,-16756367.99,0.0341786174,0.004483150102
36,0.954720,-16753836.63,0.03337387663,0.004292671214
37,0.955474,-16751516.2,0.03260985962,0.004116075691
38,0.961863,-16749610.57,0.03188353116,0.003952001947
39,0.957553,-16747990.08,0.0311921559,0.003799267547
40,0.958014,-16746291.44,0.03053326314,0.003656821792
41,0.958782,-16744415.45,0.02990461451,0.003523735159
42,0.954638,-16742449.8,0.02930417684,0.003399161367
43,0.957018,-16740563.35,0.02873010191,0.003282360243
44,0.958033,-16739010.74,0.02818069997,0.003172674
45,0.958480,-16737619.55,0.02765442884,0.003069491234
46,0.957843,-16736404,0.02714987515,0.002972281328
47,0.956744,-16735264.31,0.02666573907,0.002880590602
48,0.956990,-16734142,0.02620083091,0.002793972613
49,0.958535,-16732972.02,0.02575405158,0.00271205658
50,0.956699,-16731789.85,0.02532438671,0.002634430315
51,0.956949,-16730558.86,0.02491089769,0.002560830292
52,0.958718,-16729398.84,0.02451271843,0.002490958826
53,0.958602,-16728365.87,0.02412904569,0.00242455411
54,0.956122,-16727417.63,0.02375913185,0.002361368091
55,0.960338,-16726572.97,0.0234022817,0.002301223845
56,0.953561,-16725813.19,0.02305784777,0.002243842365
57,0.959786,-16725116.98,0.0227252263,0.00218908716
58,0.957134,-16724448.54,0.02240385167,0.00213676578
59,0.956075,-16723838.16,0.02209319602,0.002086749493
60,0.959407,-16723307.02,0.02179276376,0.002038869881
61,0.956843,-16722813.19,0.02150209069,0.001993012713
62,0.957070,-16722339.91,0.02122074296,0.001949070538
63,0.954477,-16721867.45,0.020948312,0.001906912571
64,0.955514,-16721408.06,0.02068441081,0.001866433103
65,0.957912,-16720983.51,0.02042867672,0.001827544126
66,0.960196,-16720579.55,0.02018076802,0.00179014845
67,0.960612,-16720184.11,0.01994036033,0.001754202803
68,0.958526,-16719782.51,0.01970715042,0.001719601943
69,0.959550,-16719383.95,0.01948084851,0.001686269614
70,0.955837,-16718985.6,0.01926118067,0.001654117116
71,0.956611,-16718581.69,0.01904788753,0.001623109214
72,0.956590,-16718214.58,0.0188407245,0.001593184345
73,0.956869,-16717873.94,0.01863945844,0.001564313773
74,0.958553,-16717543.86,0.01844386762,0.001536454035
75,0.959045,-16717221.42,0.01825374312,0.001509585032
76,0.956875,-16716915.31,0.01806888586,0.001483547731
77,0.960926,-16716613.66,0.01788910468,0.001458397127
78,0.951064,-16716340.06,0.01771421809,0.001434004967
79,0.953692,-16716064.29,0.01754405197,0.001410395394
80,0.956131,-16715803.52,0.01737844293,0.001387580889
81,0.955149,-16715562.67,0.01721723508,0.001365426953
82,0.959829,-16715342.81,0.01706027481,0.001344000903
83,0.962749,-16715128.83,0.01690742101,0.001323190179
84,0.958001,-16714908.66,0.01675853505,0.001303033305
85,0.956995,-16714695.93,0.01661348541,0.00128353686
86,0.954897,-16714487.81,0.01647214828,0.001264560066
87,0.955745,-16714267.57,0.01633440086,0.001246102891
88,0.957567,-16714061.35,0.01620012601,0.001228154329
89,0.956809,-16713865.61,0.01606921323,0.001210747183
90,0.956403,-16713685.49,0.01594155841,0.001193804999
91,0.956027,-16713511.45,0.015817059,0.001177379148
92,0.958883,-16713339.28,0.01569561791,0.001161480524
93,0.954936,-16713183.67,0.01557714198,0.001145923438
94,0.958225,-16713035.43,0.01546153775,0.001130793676
95,0.958476,-16712904.51,0.01534871951,0.001116127467
96,0.958907,-16712772.99,0.01523860486,0.001101813407
97,0.956245,-16712645.1,0.01513111305,0.001087868773
98,0.955470,-16712512.39,0.01502616558,0.001074249109
99,0.958543,-16712381.37,0.0149236875,0.001060959936
100,0.956565,-16712249.2,0.01482360726,0.001048004534
