epoch,time_s,loglik,residual,rel_change
66,0.965460,-16720579.55,0.02018076802,0.00179014845
67,0.963077,-16720184.11,0.01994036033,0.001754202803
68,0.963854,-16719782.51,0.01970715042,0.001719601943
69,0.963005,-16719383.95,0.01948084851,0.001686269614
70,0.964066,-16718985.6,0.01926118067,0.001654117116
71,0.964603,-16718581.69,0.01904788753,0.001623109214
72,0.965594,-16718214.58,0.0188407245,0.001593184345
73,0.966863,-16717873.94,0.01863945844,0.001564313773
74,0.963582,-16717543.86,0.01844386762,0.001536454035
75,0.965069,-16717221.42,0.01825374312,0.001509585032
76,0.966296,-16716915.31,0.01806888586,0.001483547731
77,0.965226,-16716613.66,0.01788910468,0.001458397127
78,0.960863,-16716340.06,0.01771421809,0.001434004967
79,0.961385,-16716064.29,0.01754405197,0.001410395394
80,0.968470,-16715803.52,0.01737844293,0.001387580889
81,0.965840,-16715562.67,0.01721723508,0.001365426953
82,0.966649,-16715342.81,0.01706027481,0.001344000903
83,0.964021,-16715128.83,0.01690742101,0.001323190179
84,0.964211,-16714908.66,0.01675853505,0.001303033305
85,0.961584,-16714695.93,0.01661348541,0.00128353686
86,0.966846,-16714487.81,0.01647214828,0.001264560066
87,0.965165,-16714267.57,0.01633440086,0.001246102891
88,0.966649,-16714061.35,0.01620012601,0.001228154329
89,0.964836,-16713865.61,0.01606921323,0.001210747183
90,0.963547,-16713685.49,0.01594155841,0.001193804999
91,0.965951,-16713511.45,0.015817059,0.001177379148
92,0.967086,-16713339.28,0.01569561791,0.001161480524
93,0.961090,-16713183.67,0.01557714198,0.001145923438
94,0.962274,-16713035.43,0.01546153775,0.001130793676
95,0.964074,-16712904.51,0.01534871951,0.001116127467
96,0.967785,-16712772.99,0.01523860486,0.001101813407
97,0.965157,-16712645.1,0.01513111305,0.001087868773
98,0.961084,-16712512.39,0.01502616558,0.001074249109
99,0.962007,-16712381.37,0.0149236875,0.001060959936
100,0.962407,-16712249.2,0.01482360726,0.001048004534
